Conexiones activas de Internet (servidores w/o)
Proto  Recib Enviad Dirección local         Dirección remota       Estado      
unix  3      [ ]         FLUJO      CONECTADO     17644    
unix  3      [ ]         FLUJO      CONECTADO     15752    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14211    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     66138    
unix  3      [ ]         FLUJO      CONECTADO     57527    @/tmp/.X11-unix/X0
unix  2      [ ]         FLUJO      CONECTADO     45133    
unix  3      [ ]         FLUJO      CONECTADO     17625    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     66155    @/tmp/dbus-qntOaF7e
unix  3      [ ]         SEQPACKET  CONECTADO     66028    
unix  3      [ ]         FLUJO      CONECTADO     15803    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     14404    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     14145    @/com/ubuntu/upstart-session/1000/1983
unix  3      [ ]         FLUJO      CONECTADO     15361    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14548    
unix  3      [ ]         FLUJO      CONECTADO     15749    
unix  3      [ ]         FLUJO      CONECTADO     64392    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     17650    
unix  3      [ ]         FLUJO      CONECTADO     16021    
unix  3      [ ]         FLUJO      CONECTADO     18109    
unix  3      [ ]         FLUJO      CONECTADO     16226    
unix  3      [ ]         FLUJO      CONECTADO     15385    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14319    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     10409    
unix  3      [ ]         FLUJO      CONECTADO     16662    
unix  3      [ ]         FLUJO      CONECTADO     11545    /var/run/dbus/system_bus_socket
unix  2      [ ]         FLUJO      CONECTADO     46452    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     14149    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     18577    
unix  3      [ ]         SEQPACKET  CONECTADO     17837    
unix  3      [ ]         FLUJO      CONECTADO     10498    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     16822    
unix  3      [ ]         FLUJO      CONECTADO     15456    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     16279    
unix  3      [ ]         FLUJO      CONECTADO     15748    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15728    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     17647    
unix  3      [ ]         FLUJO      CONECTADO     66150    
unix  3      [ ]         FLUJO      CONECTADO     66037    
unix  3      [ ]         FLUJO      CONECTADO     15776    
unix  3      [ ]         FLUJO      CONECTADO     16222    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     10325    
unix  3      [ ]         FLUJO      CONECTADO     15386    
unix  3      [ ]         FLUJO      CONECTADO     15341    
unix  3      [ ]         FLUJO      CONECTADO     14361    
unix  3      [ ]         FLUJO      CONECTADO     14297    
unix  3      [ ]         FLUJO      CONECTADO     17727    
unix  3      [ ]         FLUJO      CONECTADO     10288    
unix  3      [ ]         FLUJO      CONECTADO     57526    
unix  3      [ ]         FLUJO      CONECTADO     17630    @/tmp/.X11-unix/X0
unix  3      [ ]         SEQPACKET  CONECTADO     66027    
unix  3      [ ]         FLUJO      CONECTADO     14428    
unix  3      [ ]         FLUJO      CONECTADO     16548    /run/user/1000/pulse/native
unix  3      [ ]         FLUJO      CONECTADO     15414    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     57556    @/tmp/dbus-qntOaF7e
unix  3      [ ]         SEQPACKET  CONECTADO     17657    
unix  3      [ ]         FLUJO      CONECTADO     16301    
unix  3      [ ]         FLUJO      CONECTADO     66154    
unix  3      [ ]         FLUJO      CONECTADO     10344    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     21041    
unix  3      [ ]         FLUJO      CONECTADO     15451    /run/user/1000/keyring-GH0HAm/pkcs11
unix  3      [ ]         FLUJO      CONECTADO     15342    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     13177    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     66035    
unix  3      [ ]         FLUJO      CONECTADO     16093    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     14379    
unix  3      [ ]         FLUJO      CONECTADO     14150    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     45131    
unix  3      [ ]         FLUJO      CONECTADO     16486    
unix  3      [ ]         SEQPACKET  CONECTADO     18112    
unix  3      [ ]         FLUJO      CONECTADO     16487    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15794    @/tmp/dbus-qxemQ3Z7KM
unix  2      [ ]         DGRAM                    10876    
unix  3      [ ]         FLUJO      CONECTADO     66031    
unix  3      [ ]         FLUJO      CONECTADO     16092    
unix  3      [ ]         FLUJO      CONECTADO     10491    
unix  3      [ ]         FLUJO      CONECTADO     15751    
unix  2      [ ]         DGRAM                    14746    
unix  3      [ ]         FLUJO      CONECTADO     57563    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     17655    
unix  3      [ ]         FLUJO      CONECTADO     15381    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     10497    
unix  3      [ ]         FLUJO      CONECTADO     57555    
unix  3      [ ]         FLUJO      CONECTADO     15786    
unix  3      [ ]         FLUJO      CONECTADO     14743    
unix  3      [ ]         FLUJO      CONECTADO     16012    
unix  3      [ ]         FLUJO      CONECTADO     15360    
unix  3      [ ]         FLUJO      CONECTADO     17830    
unix  3      [ ]         FLUJO      CONECTADO     16690    @/dbus-vfs-daemon/socket-JTferPYP
unix  3      [ ]         FLUJO      CONECTADO     16263    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     15762    
unix  3      [ ]         FLUJO      CONECTADO     9789     @/com/ubuntu/upstart
unix  3      [ ]         FLUJO      CONECTADO     17733    @/tmp/.X11-unix/X0
unix  2      [ ]         DGRAM                    10956    
unix  3      [ ]         FLUJO      CONECTADO     56313    
unix  3      [ ]         FLUJO      CONECTADO     45132    /run/user/1000/keyring-GH0HAm/pkcs11
unix  3      [ ]         SEQPACKET  CONECTADO     21461    
unix  3      [ ]         FLUJO      CONECTADO     15763    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     16824    
unix  3      [ ]         FLUJO      CONECTADO     15423    
unix  3      [ ]         FLUJO      CONECTADO     14089    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15750    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15743    
unix  3      [ ]         FLUJO      CONECTADO     10329    @/com/ubuntu/upstart
unix  3      [ ]         FLUJO      CONECTADO     17728    /run/user/1000/pulse/native
unix  3      [ ]         FLUJO      CONECTADO     15371    
unix  3      [ ]         FLUJO      CONECTADO     14547    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     15467    @/tmp/.ICE-unix/2684
unix  3      [ ]         FLUJO      CONECTADO     14741    
unix  3      [ ]         FLUJO      CONECTADO     66148    
unix  2      [ ]         FLUJO      CONECTADO     16667    @/dbus-vfs-daemon/socket-OvJdBFeB
unix  3      [ ]         FLUJO      CONECTADO     66135    
unix  3      [ ]         FLUJO      CONECTADO     15756    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14380    @/tmp/dbus-qxemQ3Z7KM
unix  2      [ ]         DGRAM                    10489    
unix  3      [ ]         FLUJO      CONECTADO     17755    
unix  3      [ ]         FLUJO      CONECTADO     17627    
unix  3      [ ]         FLUJO      CONECTADO     17254    
unix  3      [ ]         FLUJO      CONECTADO     14393    
unix  3      [ ]         FLUJO      CONECTADO     14197    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     21042    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     18108    
unix  3      [ ]         FLUJO      CONECTADO     14158    @/com/ubuntu/upstart-session/1000/1983
unix  3      [ ]         FLUJO      CONECTADO     66139    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     15458    
unix  3      [ ]         FLUJO      CONECTADO     15339    
unix  3      [ ]         FLUJO      CONECTADO     16236    
unix  3      [ ]         FLUJO      CONECTADO     15927    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     10953    
unix  3      [ ]         FLUJO      CONECTADO     18273    
unix  3      [ ]         FLUJO      CONECTADO     15465    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14737    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16694    
unix  3      [ ]         FLUJO      CONECTADO     15720    
unix  3      [ ]         FLUJO      CONECTADO     14088    
unix  3      [ ]         FLUJO      CONECTADO     15417    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15387    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     12633    
unix  3      [ ]         SEQPACKET  CONECTADO     17744    
unix  3      [ ]         FLUJO      CONECTADO     56345    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     57539    @/tmp/.ICE-unix/2684
unix  3      [ ]         FLUJO      CONECTADO     17752    
unix  3      [ ]         FLUJO      CONECTADO     65525    
unix  3      [ ]         FLUJO      CONECTADO     18271    
unix  3      [ ]         FLUJO      CONECTADO     17234    
unix  3      [ ]         FLUJO      CONECTADO     16262    
unix  3      [ ]         FLUJO      CONECTADO     15753    
unix  3      [ ]         FLUJO      CONECTADO     10326    
unix  3      [ ]         FLUJO      CONECTADO     17736    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     16014    
unix  3      [ ]         FLUJO      CONECTADO     15364    
unix  3      [ ]         FLUJO      CONECTADO     64385    
unix  3      [ ]         FLUJO      CONECTADO     15463    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16823    @/tmp/dbus-qxemQ3Z7KM
unix  2      [ ]         DGRAM                    15697    
unix  3      [ ]         FLUJO      CONECTADO     15351    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14023    
unix  3      [ ]         FLUJO      CONECTADO     57538    
unix  3      [ ]         FLUJO      CONECTADO     17748    
unix  3      [ ]         FLUJO      CONECTADO     17252    
unix  3      [ ]         FLUJO      CONECTADO     21057    
unix  3      [ ]         FLUJO      CONECTADO     16973    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14262    @/tmp/dbus-qxemQ3Z7KM
unix  2      [ ]         DGRAM                    12271    
unix  3      [ ]         FLUJO      CONECTADO     16795    /run/user/1000/keyring-GH0HAm/pkcs11
unix  3      [ ]         FLUJO      CONECTADO     15730    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     15956    
unix  3      [ ]         FLUJO      CONECTADO     14700    
unix  3      [ ]         FLUJO      CONECTADO     8696     
unix  3      [ ]         FLUJO      CONECTADO     17635    
unix  3      [ ]         FLUJO      CONECTADO     14203    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15729    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     12273    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     15136    
unix  3      [ ]         FLUJO      CONECTADO     14996    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     15892    
unix  3      [ ]         FLUJO      CONECTADO     13176    
unix  3      [ ]         FLUJO      CONECTADO     14537    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14520    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16969    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16818    
unix  3      [ ]         FLUJO      CONECTADO     15731    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     11448    
unix  3      [ ]         FLUJO      CONECTADO     23972    
unix  3      [ ]         FLUJO      CONECTADO     14691    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     14184    
unix  3      [ ]         FLUJO      CONECTADO     16731    @/dbus-vfs-daemon/socket-NdHq6VCs
unix  3      [ ]         FLUJO      CONECTADO     15732    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     16067    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14698    
unix  3      [ ]         FLUJO      CONECTADO     14407    @/tmp/.X11-unix/X0
unix  3      [ ]         SEQPACKET  CONECTADO     17509    
unix  3      [ ]         FLUJO      CONECTADO     15281    
unix  3      [ ]         FLUJO      CONECTADO     15870    /run/user/1000/keyring-GH0HAm/pkcs11
unix  3      [ ]         FLUJO      CONECTADO     57540    
unix  3      [ ]         FLUJO      CONECTADO     15745    
unix  3      [ ]         FLUJO      CONECTADO     17441    
unix  3      [ ]         FLUJO      CONECTADO     15071    
unix  3      [ ]         FLUJO      CONECTADO     16960    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     15982    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     14565    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     11657    @/tmp/.X11-unix/X0
unix  3      [ ]         DGRAM                    8756     
unix  3      [ ]         FLUJO      CONECTADO     15958    
unix  3      [ ]         FLUJO      CONECTADO     14662    
unix  3      [ ]         FLUJO      CONECTADO     14476    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     15734    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14318    
unix  3      [ ]         FLUJO      CONECTADO     15820    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15461    @/tmp/.X11-unix/X0
unix  2      [ ]         DGRAM                    17440    
unix  3      [ ]         FLUJO      CONECTADO     14261    
unix  3      [ ]         FLUJO      CONECTADO     15141    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     14360    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     17632    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15819    
unix  3      [ ]         FLUJO      CONECTADO     14702    
unix  3      [ ]         FLUJO      CONECTADO     14240    
unix  3      [ ]         FLUJO      CONECTADO     16821    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     15072    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14475    
unix  3      [ ]         FLUJO      CONECTADO     14120    
unix  3      [ ]         FLUJO      CONECTADO     15201    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     14406    
unix  2      [ ]         DGRAM                    14267    
unix  3      [ ]         FLUJO      CONECTADO     15905    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15736    @/tmp/.X11-unix/X0
unix  2      [ ]         DGRAM                    17450    
unix  3      [ ]         FLUJO      CONECTADO     15980    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     14250    
unix  3      [ ]         FLUJO      CONECTADO     66036    
unix  3      [ ]         FLUJO      CONECTADO     16957    
unix  3      [ ]         FLUJO      CONECTADO     15277    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14589    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     14943    
unix  3      [ ]         FLUJO      CONECTADO     14121    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     15897    
unix  3      [ ]         FLUJO      CONECTADO     14351    @/tmp/.X11-unix/X0
unix  2      [ ]         FLUJO      CONECTADO     21868    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     16819    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     15979    
unix  3      [ ]         FLUJO      CONECTADO     15738    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14531    
unix  3      [ ]         FLUJO      CONECTADO     15284    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     14126    @/com/ubuntu/upstart-session/1000/1983
unix  3      [ ]         FLUJO      CONECTADO     24234    
unix  3      [ ]         FLUJO      CONECTADO     15230    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14722    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     14619    
unix  3      [ ]         FLUJO      CONECTADO     16831    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     15740    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15959    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     14588    
unix  3      [ ]         FLUJO      CONECTADO     16785    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     15904    
unix  3      [ ]         FLUJO      CONECTADO     15411    
unix  3      [ ]         FLUJO      CONECTADO     24236    
unix  3      [ ]         FLUJO      CONECTADO     15409    
unix  3      [ ]         FLUJO      CONECTADO     15203    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14582    
unix  3      [ ]         FLUJO      CONECTADO     15127    
unix  3      [ ]         FLUJO      CONECTADO     14985    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16851    
unix  3      [ ]         FLUJO      CONECTADO     14242    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16770    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     16302    @/dbus-vfs-daemon/socket-Zdh7blxO
unix  3      [ ]         FLUJO      CONECTADO     15742    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     13769    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     8701     @/com/ubuntu/upstart
unix  3      [ ]         FLUJO      CONECTADO     15861    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     15079    
unix  3      [ ]         FLUJO      CONECTADO     57544    
unix  3      [ ]         FLUJO      CONECTADO     14254    
unix  3      [ ]         FLUJO      CONECTADO     17651    
unix  3      [ ]         FLUJO      CONECTADO     15747    
unix  3      [ ]         FLUJO      CONECTADO     15413    
unix  3      [ ]         FLUJO      CONECTADO     10343    
unix  3      [ ]         FLUJO      CONECTADO     15379    
unix  2      [ ]         DGRAM                    10408    
unix  3      [ ]         FLUJO      CONECTADO     56314    
unix  3      [ ]         FLUJO      CONECTADO     16022    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     15777    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     18086    
unix  3      [ ]         FLUJO      CONECTADO     16663    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         SEQPACKET  CONECTADO     21460    
unix  3      [ ]         FLUJO      CONECTADO     16606    
unix  3      [ ]         FLUJO      CONECTADO     66030    
unix  3      [ ]         FLUJO      CONECTADO     18576    
unix  3      [ ]         FLUJO      CONECTADO     18110    
unix  3      [ ]         FLUJO      CONECTADO     17629    
unix  3      [ ]         FLUJO      CONECTADO     16230    @/dbus-vfs-daemon/socket-vLm66rgf
unix  3      [ ]         FLUJO      CONECTADO     14348    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     14147    
unix  3      [ ]         FLUJO      CONECTADO     12327    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     57562    
unix  3      [ ]         FLUJO      CONECTADO     15455    
unix  3      [ ]         FLUJO      CONECTADO     15350    
unix  3      [ ]         FLUJO      CONECTADO     57557    
unix  3      [ ]         FLUJO      CONECTADO     15809    
unix  3      [ ]         FLUJO      CONECTADO     15460    
unix  3      [ ]         FLUJO      CONECTADO     15362    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     17648    
unix  3      [ ]         FLUJO      CONECTADO     15746    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15744    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     18087    
unix  3      [ ]         FLUJO      CONECTADO     16575    @/tmp/dbus-qntOaF7e
unix  2      [ ]         DGRAM                    15775    
unix  3      [ ]         FLUJO      CONECTADO     10943    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     66033    
unix  3      [ ]         FLUJO      CONECTADO     57532    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         SEQPACKET  CONECTADO     17836    
unix  3      [ ]         FLUJO      CONECTADO     14391    
unix  3      [ ]         FLUJO      CONECTADO     17645    
unix  3      [ ]         SEQPACKET  CONECTADO     17513    
unix  3      [ ]         FLUJO      CONECTADO     10492    
unix  3      [ ]         FLUJO      CONECTADO     16221    
unix  3      [ ]         FLUJO      CONECTADO     15793    
unix  3      [ ]         FLUJO      CONECTADO     15723    
unix  3      [ ]         FLUJO      CONECTADO     64386    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     16574    
unix  3      [ ]         SEQPACKET  CONECTADO     17658    
unix  3      [ ]         FLUJO      CONECTADO     15622    
unix  3      [ ]         FLUJO      CONECTADO     15412    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14561    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     16062    
unix  3      [ ]         FLUJO      CONECTADO     15450    
unix  3      [ ]         FLUJO      CONECTADO     14086    
unix  3      [ ]         FLUJO      CONECTADO     66151    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     56319    
unix  3      [ ]         FLUJO      CONECTADO     18575    
unix  3      [ ]         FLUJO      CONECTADO     14298    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14157    
unix  3      [ ]         FLUJO      CONECTADO     16547    
unix  3      [ ]         FLUJO      CONECTADO     10410    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     15802    
unix  3      [ ]         FLUJO      CONECTADO     14148    
unix  3      [ ]         FLUJO      CONECTADO     64389    
unix  3      [ ]         FLUJO      CONECTADO     15380    
unix  3      [ ]         FLUJO      CONECTADO     17656    
unix  3      [ ]         FLUJO      CONECTADO     16069    
unix  3      [ ]         FLUJO      CONECTADO     15623    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14546    
unix  3      [ ]         FLUJO      CONECTADO     66032    
unix  3      [ ]         FLUJO      CONECTADO     57531    
unix  3      [ ]         FLUJO      CONECTADO     15343    
unix  3      [ ]         FLUJO      CONECTADO     14196    
unix  3      [ ]         FLUJO      CONECTADO     66149    
unix  3      [ ]         SEQPACKET  CONECTADO     18111    
unix  3      [ ]         FLUJO      CONECTADO     14382    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     16689    
unix  3      [ ]         FLUJO      CONECTADO     65526    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     17831    @/tmp/dbus-qntOaF7e
unix  3      [ ]         FLUJO      CONECTADO     17255    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     16264    
unix  3      [ ]         FLUJO      CONECTADO     14394    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14160    @/com/ubuntu/upstart-session/1000/1983
unix  3      [ ]         FLUJO      CONECTADO     15335    
unix  3      [ ]         FLUJO      CONECTADO     14085    
unix  3      [ ]         FLUJO      CONECTADO     64390    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     57558    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     17732    
unix  3      [ ]         FLUJO      CONECTADO     15787    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     14744    
unix  3      [ ]         FLUJO      CONECTADO     16008    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15363    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     17624    
unix  3      [ ]         FLUJO      CONECTADO     17253    
unix  2      [ ]         FLUJO      CONECTADO     21891    @/dbus-vfs-daemon/socket-e5mdHjYS
unix  3      [ ]         FLUJO      CONECTADO     66034    
unix  3      [ ]         FLUJO      CONECTADO     17756    
unix  3      [ ]         FLUJO      CONECTADO     17235    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14381    
unix  3      [ ]         FLUJO      CONECTADO     14159    
unix  3      [ ]         FLUJO      CONECTADO     66140    
unix  3      [ ]         FLUJO      CONECTADO     15424    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15336    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     14024    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     16007    
unix  3      [ ]         FLUJO      CONECTADO     15724    
unix  3      [ ]         FLUJO      CONECTADO     15459    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     15372    /run/user/1000/pulse/native
unix  3      [ ]         FLUJO      CONECTADO     15359    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     64391    
unix  3      [ ]         FLUJO      CONECTADO     14742    
unix  3      [ ]         FLUJO      CONECTADO     18574    
unix  3      [ ]         FLUJO      CONECTADO     18274    
unix  3      [ ]         FLUJO      CONECTADO     18107    
unix  2      [ ]         FLUJO      CONECTADO     16239    @/dbus-vfs-daemon/socket-EaybESTa
unix  3      [ ]         FLUJO      CONECTADO     11544    
unix  3      [ ]         FLUJO      CONECTADO     16825    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16070    
unix  3      [ ]         FLUJO      CONECTADO     16280    @/tmp/dbus-bLcrvscOCi
unix  3      [ ]         FLUJO      CONECTADO     15416    
unix  3      [ ]         FLUJO      CONECTADO     15333    
unix  3      [ ]         FLUJO      CONECTADO     12635    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     66141    @/tmp/dbus-qxemQ3Z7KM
unix  2      [ ]         DGRAM                    57457    
unix  3      [ ]         FLUJO      CONECTADO     56344    
unix  3      [ ]         FLUJO      CONECTADO     17753    
unix  3      [ ]         FLUJO      CONECTADO     17628    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15721    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     14362    @/tmp/.X11-unix/X0
unix  2      [ ]         DGRAM                    11965    
unix  3      [ ]         FLUJO      CONECTADO     15926    
